Reference Number,Stimulus,Exam,Question Pool,Tags,Option 1,Option 2,Option 3,Option 4,Correct Answer,ImageFileName,TagsToSyllabus,Section,Topic,Tag
2025-Full170,"A transformer with 25 turns on the primary and 5 turns on the secondary, has a 1kΩ resistor connected to the secondary. The impedance measured at the primary will be",2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2G_1,5kΩ,25kΩ,50Ω,50kΩ,B,,2G1,Technical aspects,Transformers,ATA_7
2025-Full673,The circuit of a transformer balun is shown in the diagram. The primary is connected to 50Ω coaxial cable and the secondary to open wire feeder. An appropriate impedance for the feeder would be,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2G_1,200Ω,75Ω,450Ω,150Ω,C,2025-Full673.svg,2G1,Technical aspects,Transformers,ATA_7
2025-Full774,A half-wave folded dipole antenna is fed by 300Ω impedance twin feeder. It is connected to the transmitter by a transformer balun as shown in the diagram. What impedance does the primary of this present to the transmitter?,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2G_1,48Ω,75Ω,120Ω,750Ω,A,2025-Full774.svg,2G1,Technical aspects,Transformers,ATA_7
2025-Full7761,Filter circuits using inductors normally specify the 'mix' of the ferrite. Why?,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2G_1,Ferrites can magnetically saturate and become non-linear at different power levels.,To maximise the hysteresis and power handing of the core material for switch mode PSUs.,Different mixes are optimised for different frequency ranges and permeability.,"The Curie point of the ferrite depends on the mix, temperature and power handling.",C,,2G1,Technical aspects,Transformers,ATA_7
2025-Full129,The inductor in a 14MHz antenna trap is 2µH. The capacitor required to complete the tuned circuit would need to have a value of approximately,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2H_1,200pF,64pF,130pF,900pF,B,,2H1,Technical aspects,Tuned Circuits and resonance,ATA_8
2025-Full130,You construct a variable frequency oscillator with a 5µH inductor and a capacitor with a range of 5 to 50pF as the tuned circuit. The lowest frequency it will oscillate at is,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2H_1,32MHz,10MHz,32kHz,10kHz,B,,2H1,Technical aspects,Tuned Circuits and resonance,ATA_8
2025-Full132,A capacitor and inductor in a parallel tuned circuit resonate at 70.3MHz. The resonant frequency will be reduced if,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2H_1,"either the capacitance or inductance, is decreased",either the capacitance or inductance is increased,the inductance is decreased and the capacitance stays the same,the capacitance is decreased and the inductance stays the same,B,,2H1,Technical aspects,Tuned Circuits and resonance,ATA_8
2025-Full144,A quartz crystal,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2H_2,"has an equivalent circuit which includes a diode, two inductors and a single capacitor",has series and parallel resonant frequencies with the associated circuit design selecting the one required,"will resonate at several design frequencies, selected by an adjustment on the side of the crystal holder",has a single resonant frequency - whether series or parallel depends on the manufacturing process,B,,2H2,Technical aspects,Tuned Circuits and resonance,ATA_8
2025-Full147,Which single component exhibits both series and parallel resonance?,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2H_2,A quartz crystal,An LED,An electrolytic capacitor,A variable capacitance diode,A,,2H2,Technical aspects,Tuned Circuits and resonance,ATA_8
2025-Full3573,The circuit shown,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2H_2,is the equivalent circuit of a crystal.,is a heavily damped series resonant circuit.,will be found in the collector of an IF amplifier.,will be found in the output of an RF power amplifier.,A,2025-Full3573.svg,2H2,Technical aspects,Tuned Circuits and resonance,ATA_8
2025-Full134,"The drawing shows the response curve of a tuned circuit , its Q-factor is",2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2H_4,200,100,10,50,D,2025-Full134.png,2H4,Technical aspects,Tuned Circuits and resonance,ATA_8
2025-Full150,Components in a tuned circuit may need high voltage and current ratings because,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2H_4,inductors and capacitors generally become less effective as they get older,most tuned circuits are used with valves which require high voltages,high voltage and circulating currents may exist when the circuit is operated at resonance,the voltage across the capacitor and inductor will add in phase,C,,2H4,Technical aspects,Tuned Circuits and resonance,ATA_8
2025-Full691,A parallel tuned circuit has a Q-factor of 80 and is resonant at 10MHz and it is noted that the current in to the circuit is 100µA. An approximate value for the circulating current would be,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2H_4,100µA,100mA,80µA,8mA,D,,2H4,Technical aspects,Tuned Circuits and resonance,ATA_8
2025-Full138,The dynamic resistance of an LCR circuit,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2H_5,applies to series resonance only,will depend on the bias voltage of the transistor concerned,varies in accordance with the frequency of an applied signal,is only applicable at the resonant frequency,D,,2H5,Technical aspects,Tuned Circuits and resonance,ATA_8
2025-Full139,Dynamic resistance is an effect associated with,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2H_5,parallel tuned circuits,stabilised power supplies,the coupling between the primary and secondary of a transformer,bipolar transistors,A,,2H5,Technical aspects,Tuned Circuits and resonance,ATA_8
2025-Full300,A zener diode is intended to conduct when the,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2I_1,reverse bias potential difference is below the designed value,forward bias potential difference is below the designed value,forward bias potential difference is above the designed value,reverse bias potential difference is above the designed value,D,,2I1,Technical aspects,Semiconductor devices,ATA_9
2025-Full3418,Which of the graphs shown shows the characteristics of a Zener diode? Forward bias is shown to the right.,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2I_1,Graph 2,Graph 1,Graph 4,Graph 3,B,2025-Full3418.svg,2I1,Technical aspects,Semiconductor devices,ATA_9
2025-Full3577,The graph shows the characteristic curve of,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2I_1,an FET transistor.,a zener diode.,an NPN transistor.,a germanium diode.,B,2025-Full3577.svg,2I1,Technical aspects,Semiconductor devices,ATA_9
2025-Full3983,What current is flowing through the diode shown in the diagram?,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2I_1,0 mA,8.4mA,6mA,4.8mA,D,2025-Full3983.svg,2I1,Technical aspects,Semiconductor devices,ATA_9
2025-Full319,"In the field-effect transistor, the 'pinch-off' voltage is the bias required on the",2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2I_3,drain to reduce the gate-drain current to zero,gate to reduce the drain-source current to zero,source to reduce the source-drain current to zero,source to reduce the gate-source current to zero,B,,2I3,Technical aspects,Semiconductor devices,ATA_9
2025-Full3582,In the diagram the potential at point A is reduced. The effect of this will be,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2I_3,almost negligible,a decrease in drain current,an increase in source current,a decrease in gate current,B,2025-Full3582.svg,2I3,Technical aspects,Semiconductor devices,ATA_9
2025-Full3585,The circuit shows an n-channel depletion mode FET amplifier. The potential at the gate should be approximately,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2I_3,4.5V,6.8V,3.2V,5.2V,C,2025-Full3585.svg,2I3,Technical aspects,Semiconductor devices,ATA_9
2025-Full679,The transistor amplifier shown is correctly biased. R2 is 22kΩ. A suitable value for R1 would be about,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2I_3,200kΩ,22kΩ,120kΩ,78kΩ,D,2025-Full679.svg,2I3,Technical aspects,Semiconductor devices,ATA_9
2025-Full321,The circuit shown has a voltage gain of,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2I_4,less than 1 with no phase change,greater than 1 with no phase change,less than 1 with phase inversion,greater than 1 with phase inversion,D,2025-Full321.svg,2I4,Technical aspects,Semiconductor devices,ATA_10
2025-Full322,The circuit shown has a voltage gain of,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2I_4,greater than 1 with no phase change,greater than 1 with phase inversion,less than 1 with phase inversion,less than 1 with no phase change,D,2025-Full322.svg,2I4,Technical aspects,Semiconductor devices,ATA_10
2025-Full323,The circuit shown has a CURRENT gain of,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2I_4,well above one and a high voltage gain,about one but a lower voltage gain,about one but a higher voltage gain,well above one but low voltage gain,C,2025-Full323.png,2I4,Technical aspects,Semiconductor devices,ATA_10
2025-Full324,Which class of amplifier has the lowest distortion?,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2I_4,Class C,Class A,Class AB,Class B,B,,2I4,Technical aspects,Semiconductor devices,ATA_10
2025-Full325,Biasing an NPN transistor so that only the positive parts of the signal are amplified is a description of,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2I_4,class A bias,class B bias,class C bias,class AB bias,B,,2I4,Technical aspects,Semiconductor devices,ATA_10
2025-Full3404,One feature of a transistor amplifier biased in class C is that,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2I_4,the supply current tends to be higher than other classes,a tuned or resonant collector load is normally required,"two transistors are required, operating in a push-pull configuration",the levels of distortion are likely to be lower than other classes,B,,2I4,Technical aspects,Semiconductor devices,ATA_10
2025-Full7635,"In order that an oscillator circuit will oscillate, the gain in the transistor amplifier must",2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2I_5,be at least half the circuit losses.,be greater than the circuit losses.,be greater than twice the circuit losses.,be slightly less than the circuit losses.,B,,2I5,Technical aspects,Semiconductor devices,ATA_10
2025-Full7738,The voltage gain in a transistor oscillator circuit must be,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2I_5,slightly greater than the loss in the feedback circuit.,slightly greater that the value of beta for the transistor.,slightly less that the loss in the feedback circuit.,slightly less than the value of beta for the transistor.,A,,2I5,Technical aspects,Semiconductor devices,ATA_10
2025-Full7739,In an oscillator the gain in the transistor amplifier must be,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2I_5,greater than 1/(beta) of the transistor.,slightly greater than the loss in the feedback.,slightly more than one.,not less than the value of beta of the transistor.,B,,2I5,Technical aspects,Semiconductor devices,ATA_10
2025-Full7764,In order to maintain oscillations in a transistor oscillator circuit the,2025 Full V1.6b,2025 Full V1.6b - Technical Aspects,A2I_5,product of the gain of the transistor and the attenuation in the feedback path must be less than one.,supply voltage must be at least twice the amplitude required from the oscillator output.,gain of the transistor must be sufficient to overcome any attenuation in the feedback path.,resonant frequency of an LC tuned circuit must match the frequency of the transistor amplifier.,C,,2I5,Technical aspects,Semiconductor devices,ATA_10
